Country,Region,Subregion,City
saudi arabia,jizan,ad dair,ad dair
liberia,lofa,voinjama,voinjama
bangladesh,rajshahi,pabna,pabna paurashava
nigeria,plateau,bassa,bassa
sierra leone,eastern,kono,waima
uganda,hoima,buhaguzi,bugoma
yemen,sanaa,nihm,mahalli
south sudan,upper nile,malakal,malakal airport
syria,aleppo,al bab,hassani
india,punjab,mansa,borawal
yemen,hajjah,harad,al fajj
nigeria,kwara,baruten,bwen
niger,agadez,arlit,arlit
kenya,nyamira,north mugirango,ikonge
syria,damascus,damascus,al-midan
central african republic,haut-mbomou,bambouti,zinga
bangladesh,dhaka,narsingdi,sreenagar
democratic republic of congo,sud-kivu,sud-kivu,kalimabenge
pakistan,balochistan,nushki,janglat
syria,rural damascus,al qutayfah,al qutayfah
yemen,sadah,al dhaher,al jaraib
south sudan,jonglei,uror,beir
egypt,matrouh,daba,abu al gharadiq
iraq,sala al-din,baiji,al-sakriyat
libya,al hizam al akhdar,benghazi,ad duraw
nigeria,federal capital territory,abuja municipality,nyanya
syria,hama,hama,sruj
nigeria,lagos,amuwo-odofin,ibese
somalia,bari,qandala,dadar
cameroon,centre,lekie,monatele
yemen,ibb,an nadirah,bayt al izzani
turkey,diyarbakir,yenisehir,sehitlik
algeria,el oued,el ogla,el ogla el malha
sudan,upper nile,upper nile,balliet
democratic republic of congo,orientale,ituri,zengele
burundi,rutana,rutana,nyamure
india,punjab,jalandhar,nakodar
libya,al hizam al akhdar,benghazi,tikah
yemen,ibb,hubaysh,damid
egypt,port said,al munakh,port said
sierra leone,northern,tonkolili,masingbi
south africa,eastern cape,chris hani,cofimvaba
burundi,bujumbura mairie,roherero,kabondo
syria,aleppo,afrin,hamlurak - daflah
sudan,kassala,halfa el jadeeda,new halfa
eritrea,anseba,asmara city,asmara
iraq,anbar,al qaim,al ubaydi
india,jammu and kashmir,poonch,poonch
somalia,bay,buur xakaba,raarka
pakistan,balochistan,kachhi,machh
kenya,west pokot,kapenguria,kapenguria
syria,idleb,idleb,hazano
india,jammu and kashmir,anantnag,khiram
somalia,gedo,luuq,qooley
uganda,apac,kole,aboke
algeria,boumerdes,sidi daoud,sidi daoud
zimbabwe,mashonaland west,makonde,belltrees
iraq,sala al-din,tikrit,nahiyat al alam
india,punjab,fatehgarh sahib,sanghol
india,bihar,buxar,nandan
india,maharashtra,nagpur,vidhan sabha
south africa,limpopo,vhembe,tshitavha
south africa,western cape,cape winelands,robertson
sierra leone,southern,bo,kakua
afghanistan,paktika,sharana,mohammad khel
cameroon,sud-ouest,manyu,kembong
iraq,anbar,ar rutba,ar rutba
jordan,az zarqa,qasabat az zarqa,zarqa
india,gujarat,sabar kantha,himatnagar
bangladesh,rajshahi,pabna,santhia paurashava
yemen,amran,al madan,al madan
south africa,kwazulu-natal,umzinyathi,kranskop
india,kerala,kannur,ramanthali
kenya,samburu,samburu north,ndoto
namibia,omaheke,gobabis,gobabis
yemen,sanaa,bani dhabyan,wadi dhanah
syria,aleppo,jebel saman,maryuda
burkina faso,centre-nord,bam,bourzanga
cameroon,extreme-nord,logone-et-chari,dole
yemen,aden,al buraiqeh,al hiswah
rwanda,iburengerazuba,nyamasheke,gafunzo
syria,deir-ez-zor,deir-ez-zor,al-mazraa - oil field
syria,ar-raqqa,ar-raqqa,abu natulliyah
tunisia,sidi bou zid,jelma,zoghmar
afghanistan,wardak,day mirdad,daymirdad
pakistan,punjab,sargodha,phularwan
republic of congo,cuvette,owando,owando
burundi,bururi,mugamba,muramba
kenya,lamu,lamu east,milimani
senegal,saint-louis,saint-louis,st. louis university
afghanistan,farah,lash wa juwayn,pashmikeh
syria,hama,hama,mweileh abu hadib
yemen,sanaa,sanhan,sawad military camp
south africa,free state,thabo mofutsanyane,bethlehem
tunisia,sidi bou zid,regueb,saida ouled moussa
south africa,gauteng,city of tshwane,mabopane
pakistan,punjab,attock,kamra
democratic republic of congo,nord-kivu,nord-kivu,kazaroho
south africa,limpopo,sekhukhune,riba cross
burundi,bururi,bururi,gatohwe
burundi,makamba,vugizo,murinda
iraq,diyala,baquba,nahiyat ar rashidiyah
egypt,kalyoubia,banha,bahr muways
india,assam,tinsukia,bordumsa
egypt,assiut,abu tij,abu tij
india,manipur,chandel,h. kotlenphai
pakistan,sindh,banbhore,dhabeji
malawi,rumphi,rumphi boma,rumphi
pakistan,fata,mohmand agency,mateen kor
syria,aleppo,ain al arab,ain al arab - muktele
egypt,cairo,abdin,al fawalah
nigeria,katsina,danja,danja
ethiopia,oromia,misraq harerge,bur ano
syria,aleppo,afrin,bafelyun
somalia,shabeellaha hoose,qoryooley,farsoley
pakistan,punjab,lahore,miramshah
somalia,bay,qansax dheere,shata mundule
sierra leone,southern,moyamba,korgbotuma
pakistan,punjab,sheikhupura,chak 42/12l
sudan,west darfur,el geneina,tieri
democratic republic of congo,nord-kivu,nord-kivu,kageri
pakistan,punjab,lahore,hanjarwal
tunisia,tozeur,nefta,nefta
india,haryana,hisar,kulana
nigeria,bauchi,jamaare,jamaare
democratic republic of congo,equateur,tshuapa,nkembe
india,bihar,bhojpur,koilwar
madagascar,toamasina,atsinanana,amboditavolo
syria,aleppo,afrin,hmlak-hmelek
afghanistan,helmand,nad ali,chah anjir
sierra leone,northern,port loko,kabatha junction
turkey,tunceli,hozat,hozat
syria,ar-raqqa,ath-thawrah,jurneyyeh
sierra leone,northern,port loko,roctolon
yemen,taizz,sabir al mawadim,ar rujmah
pakistan,sindh,tharparkar,diplo
sierra leone,southern,moyamba,kowa
somalia,togdheer,oodweyne,hagoogane
ivory coast,montagnes,cavally,doke
zimbabwe,mashonaland west,kadoma urban,eiffel flats
cameroon,extreme-nord,logone-et-chari,ngassa
nigeria,lagos,badagry,seme
yemen,hadramawt,al qatn,al batinah
ghana,greater accra,dangbe west,elavanyo
afghanistan,herat,zinda jan,zinda jan
sudan,kordofan,south kordofan,abu zabad
pakistan,sindh,naushahro feroze,kandiaro
india,punjab,ludhiana,doraha
afghanistan,badakhshan,kohistan,kohistan
democratic republic of congo,orientale,ituri,laudjo
ethiopia,somali,korahe,abshir
democratic republic of congo,kasai-oriental,kabinda,panza
south africa,gauteng,city of tshwane,hammanskraal
tanzania,tabora,tabora urban,tabora
syria,ar-raqqa,ar-raqqa,hajj aqab
india,gujarat,anand,malataj
cameroon,nord-ouest,bui,jakiri
sierra leone,northern,port loko,songo
nigeria,ogun,obafemi owode,okeigbala
syria,ar-raqqa,tell abiad,suluk
nigeria,bayelsa,ekeremor,agge
egypt,gharbia,kafr al zayyat,kafr diyama
iraq,babylon,mahawil,qaryat ar rufush
iraq,sala al-din,dujail,tal tasah
mali,mopti,mopti,sevare
south africa,western cape,city of cape town,cape town international airport
pakistan,punjab,bahawalpur,uch sharif
yemen,taizz,al misrakh,as sarmayn
india,odisha,nuapada,nuapada
nigeria,delta,warri south west,aladja omia
yemen,sanaa,nihm,naqil ibn ghaylan
ethiopia,amhara,debub gondar,mt. mega
south africa,gauteng,city of tshwane,pretoria north
yemen,marib,sirwah,al mahjazah
sierra leone,eastern,kono,boroma
central african republic,ouaka,bambari,seko
sudan,north darfur,mellit,koma
india,karnataka,kolar,kolar
liberia,montserrado,greater monrovia,mamba point
yemen,taizz,al mudhaffar,taizz-tahun
kenya,wajir,wajir east,hadadi jole
india,jammu and kashmir,pulwama,samboora
syria,ar-raqqa,ar-raqqa,sweida
burundi,bururi,rutovu,rwira
india,kerala,kollam,chinnakada
sudan,central darfur,zallingi,killing
pakistan,fata,bajaur agency,loy mamond
cambodia,svay por,svay por,battambang
south sudan,central equatoria,juba,juba bridge
tunisia,manouba,mornaguia,borj el amri
benin,plateau,ketou,idigny
yemen,amanat al asimah,bani al harith,sanaa-ar rawdah
pakistan,sindh,tando muhammad khan,tando ghulam haider
burkina faso,sud-ouest,bougouriba,bougouriba
nigeria,bayelsa,ekeremor,foutorogbene
bangladesh,chittagong,noakhali,bazra
egypt,north sinai,qasima,har saggi
ethiopia,oromia,debub mirab shewa,tefki
central african republic,ouham,nangha boguila,nanga
syria,hama,as-salamiyeh,eastern mafkar
nigeria,ogun,obafemi owode,ofada
democratic republic of congo,orientale,haut-uele,makembe
yemen,hajjah,midi,midi
iraq,ninewa,mosul,mosul - al-jadeda
south africa,eastern cape,joe gqabi,sterkspruit
south africa,limpopo,vhembe,mukumbani
yemen,sadah,sahar,al ayn
south sudan,jonglei,twic east,kongor
sudan,north darfur,tawila,dobo umda
gabon,haut-ogooue,sebe-brikolo,akouaka
lebanon,baalbek-hermel,hermel,el hermel
uganda,kampala,kampala,wampewo
cameroon,extreme-nord,mayo-tsanaga,vourkaza
central african republic,ouham,bouca,gpt gbangou
namibia,karas,keetmanshoop urban,keetmanshoop
ivory coast,lagunes,agneby-tiassa,sikensi
syria,hama,as-salamiyeh,ithariyah
senegal,ziguinchor,oussouye,youtou
ethiopia,oromia,north shewa,kurkura
uganda,wakiso,mukono,namanve
lebanon,akkar,akkar,akroum
india,jammu and kashmir,udhampur,ramkot
israel,hazafon,akko,deir hanna
nigeria,benue,guma,abinsi
yemen,al jawf,khabb wa ash shaaf,hajlah
democratic republic of congo,nord-kivu,nord-kivu,kisoro
sudan,river nile,ed damer,ed damer
kenya,tana river,galole,galole
somalia,mudug,xarardheere,barag
pakistan,sindh,ghotki,qadirpur
india,assam,karbi anglong,ronghang
egypt,cairo,bulaq,as sabtiyyah
south africa,kwazulu-natal,ilembe,maphumulo
sudan,northern,merawi,amri
syria,aleppo,ain al arab,toq - toqli
south africa,mpumalanga,nkangala,verena
nigeria,delta,ughelli north,afiesere
central african republic,nana-gribizi,kaga-bandoro,kouanga
syria,al-hasakeh,ras al ain,arshet ras el ein
syria,ar-raqqa,ar-raqqa,western kabsh
nigeria,osun,ife north,opa river
south sudan,central equatoria,kajo-keji,ramagi
nigeria,kaduna,kaduna north,kaduna
rwanda,amajyepfo,kamonyi,kamonyi
iraq,ninewa,telafar,khidr al yas
south africa,eastern cape,nelson mandela bay,new brighton
syria,hama,hama,rasm eldaheriyeh
syria,aleppo,afrin,tal hamo
burundi,makamba,kayogoro,gatabo
sudan,el gazira,el kamleen,habiba
democratic republic of congo,katanga,haut-katanga,dubie
india,punjab,rupnagar,morinda
angola,malanje,cunda-dia-baza,kunda-dia-baze
jordan,al balqa,ash shunah al janubiyah,ash shunah al janubiyah
nigeria,enugu,nkanu west,ozalla
yemen,taizz,mawiyah,al kharabah
pakistan,khyber pakhtunkhwa,upper dir,bando
india,jammu and kashmir,kulgam,khee jogipora
mali,mopti,douentza,nyiminiama
iran,zanjan,khorramdarreh,khorramdarreh
india,tamil nadu,krishnagiri,bargur
afghanistan,kunduz,khan abad,khwajah pistah
nepal,east,sagarmatha,okhaldhunga
kenya,nandi,tinderet,tinderet
iraq,sala al-din,al-faris,al-tarmiyya
zambia,southern,kazungula,kazungula
cameroon,est,lom-et-djerem,garoua boulai
south africa,mpumalanga,ehlanzeni,lilydale
kenya,nairobi,kibra,jamhuri
cameroon,extreme-nord,mayo-sava,maloumri
laos,khammouan,thakhek,thakhek
south africa,north west,ngaka modiri molema,mmabatho
yemen,sanaa,nihm,jabal hiyad adh dhahab
burundi,makamba,nyanza-lac,kabondo
somalia,galguduud,cadaado,galinsoor
ethiopia,oromia,mirab shewa,darimo
yemen,sadah,haydan,an naashuh
somalia,shabeellaha dhexe,jowhar,garsaalki shaafac
senegal,dakar,dakar,biscuiterie
syria,aleppo,a'zaz,menagh
sierra leone,northern,port loko,malekuray
yemen,al bayda,nati,jamaliyat al al arif
iraq,anbar,al qaim,khabrat umm al waz
egypt,cairo,hilwan,halwan
sudan,white nile,rabak,rabak
yemen,sanaa,sanhan,dabwah
sierra leone,western,western urban,kissy
somalia,gedo,garbahaarey,ceel macow
nepal,west,lumbini,devachuli
mali,koulikouro,nara,guire
iraq,anbar,ar rutba,kilo mi'at wa sittin
angola,bengo,dande,caxito
niger,tahoua,tahoua,abalak
mali,kidal,tessalit,aguelhok
sudan,north darfur,el sireaf,bandago
uganda,kamuli,bugabula,namisambya primary school
yemen,amanat al asimah,bani al harith,dhahaban
morocco,tanger - tetouan,tanger assilah,tangier
turkey,hakkari,semdinli,ortaklar
pakistan,punjab,sialkot,sialkot
sudan,upper nile,unity,koch
bangladesh,barisal,patuakhali,bauphal
afghanistan,laghman,mehtar lam,gumayn
south africa,kwazulu-natal,umgungundlovu,thornville
guinea,kindia,forecariah,malifou
algeria,chlef,beni haoua,sidi ammar
sierra leone,southern,moyamba,waterloo
chad,sila,sila,goz beida
pakistan,punjab,lahore,gujarpura
yemen,hajjah,harad,al hijawarah
ghana,northern,saboba chereponi,chereponi
nigeria,lagos,badagry,badagry
sri lanka,central,nuwara eliya,bogawanthalawa
south sudan,western equatoria,tambura,yubo
algeria,jijel,texenna,beni khettab
burundi,makamba,kayogoro,mugeni
india,west bengal,nadia,kalyani
algeria,batna,merouana,oued el ma
yemen,al bayda,wald rabi,al qayfa
zimbabwe,mashonaland east,uzumba maramba pfungwe,maramba
pakistan,balochistan,chagai,yak mach
syria,idleb,al ma'ra,kafr oweid
pakistan,khyber pakhtunkhwa,karak,jangrezi
afghanistan,nangarhar,lal pur,sadah
pakistan,khyber pakhtunkhwa,peshawar,kala
india,tamil nadu,namakkal,andipalayam
afghanistan,khost,tani,lalmay
afghanistan,takhar,warsaj,warsaj
yemen,sadah,kitaf wa al boqee,al fari
south sudan,jonglei,twic east,ajon
afghanistan,laghman,badpash,badpash
nigeria,plateau,riyom,unguwar wereng
nigeria,rivers,tai,kpuite
india,madhya pradesh,khandwa,khandwa
nepal,central,narayani,laxmipur belbichhawa
nigeria,imo,owerri west,irete
india,haryana,rohtak,nindana
sierra leone,southern,moyamba,ngandorhun
tunisia,tunis,bab el bhar,la medina
algeria,tebessa,el ogla,el mezeraa
yemen,hadramawt,al mukalla city,riyan international airport
nigeria,benue,agatu,obangedde
algeria,mila,mila,mila
tunisia,sousse,hammam sousse,akouda
morocco,souss - massa - draa,agadir-ida ou tanane,agadir
syria,idleb,idleb,tweim
iraq,diyala,madain,jisr diyala
algeria,batna,batna,bouzina
india,bihar,sheikhpura,sheikhpura
algeria,medea,ouled antar,ouled hellal
afghanistan,farah,bala buluk,shewan
pakistan,gilgit-baltistan,gilgit,chait
democratic republic of congo,orientale,ituri,dhendro
syria,idleb,idleb,jdideh
ethiopia,somali,shabelle,danan
india,odisha,boudh,boudh
burundi,ngozi,ruhororo,mubanga
india,jammu and kashmir,reasi,reasi
somalia,bay,qansax dheere,tufka
algeria,ouargla,rouissat,sidon
sudan,west darfur,beida,labandi
afghanistan,baghlan,pul-e khumri,bagh-e shamal
algeria,ghardaia,daia ben dahoua,daia ben dahoua
zimbabwe,mashonaland west,zvimba,windsor
india,punjab,sangrur,malerkotla
sierra leone,northern,koinadugu,kurubonla
democratic republic of congo,sud-kivu,sud-kivu,matusila
syria,deir-ez-zor,deir-ez-zor,khasarat
algeria,tizi ouzou,irdjen,taksebt dam
south africa,western cape,city of cape town,montague gardens
angola,huambo,catchiungo,luaia
malawi,lilongwe,ta chadza,nathenje
democratic republic of congo,sud-kivu,sud-kivu,kavumbwe
pakistan,punjab,hafizabad,kot hassan khan
ivory coast,woroba,bafing,touba
algeria,sidi bel abbes,tessala,tessala
syria,homs,tadmor,tall shihab
yemen,taizz,mawiyah,habil aswad
guinea,conakry,conakry,yimbaya
india,west bengal,south 24 parganas,dakshin barasat
somalia,gedo,garbahaarey,goley
ethiopia,somali,siti,banka korahe
democratic republic of congo,sud-kivu,sud-kivu,kasheke
syria,hama,muhradah,al-latamna
burundi,cankuzo,gisagara,gisagara
india,kerala,pathanamthitta,adur
kenya,wajir,eldas,malkagufu
cambodia,suong,suong,suong
india,uttar pradesh,hardoi,hardoi
sudan,west kordofan,abyei - muglad,al mayerm
djibouti,tadjourah,randa,assau guera
sudan,equatoria,western equatoria,khor uze
india,punjab,ludhiana,meharban
burundi,bururi,rumonge,kagongo
somalia,jubbada hoose,badhaadhe,kolbiyow
kenya,busia,nambale,igara
syria,hama,as-salamiyeh,abu khanadeq
democratic republic of congo,maniema,maniema,kailo
syria,hama,hama,mlolah
swaziland,shiselweni,gege,gege
india,jammu and kashmir,jammu,akhnoor
sudan,north kordofan,jebrat el sheikh,el wuz
tanzania,mbeya,mbozi,mlowo
burundi,rutana,mpinga-kayove,nyarukona
syria,aleppo,afrin,ma'btali
liberia,nimba,gbehlay-geh,dulee
gambia,western,foni jarrol,nema kunku
yemen,sanaa,attyal,bani siham
yemen,marib,sirwah,wadi sarum
sudan,khartoum,khartoum north,khartoum north
india,kerala,kollam,chavara
syria,idleb,jisr-ash-shugur,marj elzohur
south africa,gauteng,city of tshwane,ga-rankuwa
israel,hadarom,ashqelon,ziqim
syria,deir-ez-zor,deir-ez-zor,halabiyah castle
pakistan,balochistan,gwadar,kolanch
syria,aleppo,al bab,al-shamawiyah
india,tamil nadu,tirunelveli,thenkasi
democratic republic of congo,equateur,tshuapa,likete
kenya,siaya,alego usonga,anduro
ethiopia,oromia,mirab welega,dongoro
sudan,west darfur,kreinik,adarr
mali,segou,tominian,mandiakuy
iraq,sala al-din,shirqat,umm ghurbah
nigeria,ekiti,ekiti west,erio
sudan,south darfur,shattai,tebeldina
yemen,al hudaydah,hays,al kadahah
india,tamil nadu,coimbatore,saravanampatti
sierra leone,eastern,kenema,mamboma
burundi,bururi,burambi,burambi
south africa,free state,fezile dabi,oranjeville
madagascar,toliary,anosy,tranomaro
syria,deir-ez-zor,abu kamal,as sukkariyah
south africa,eastern cape,amathole,hogsback
turkey,sirnak,cizre,cizre
iraq,ninewa,hamdaniya,qaryat karamlays
syria,idleb,harim,tal elkaramej
iraq,diyala,khanaqin,ali mir
pakistan,punjab,dera ghazi khan,basti dadani
pakistan,sindh,sanghar,jam nawaz ali
guinea,nzerekore,nzerekore,gbala
afghanistan,takhar,dashti qala,dashti qala
sri lanka,uva,badulla,girandurukotte
democratic republic of congo,sud-kivu,sud-kivu,mugoma
iran,tehran,rey,rey
sierra leone,northern,port loko,robouloh
syria,ar-raqqa,ar-raqqa,abu wahl
uganda,rukungiri,rubabo,butogota
india,meghalaya,east khasi hills,nongmynsong
democratic republic of congo,kasai-oriental,kabinda,kabamba milamba
rwanda,amajyaruguru,burera,ruhanga
vietnam,hai duong,xa lai vu,xa lai vu
india,haryana,rewari,rajgarh
vietnam,quang ngai,dung quat,dung quat
niger,diffa,diffa,telloua
tunisia,tunis,omrane,university of tunis el manar
central african republic,mambere-kadei,sosso-nakombo,sosso-nakombo
turkey,izmir,menemen,menemen
sudan,bahr el ghazal,lakes,maji
morocco,oriental,nador,gourougou
burundi,kayanza,gahombo,gishunzi
sierra leone,eastern,kenema,lower bamara
sri lanka,central,nuwara eliya,lindula
democratic republic of congo,orientale,tshopo,basoko
chad,guera,barh signaka,mongo
sudan,south darfur,al deain,tokomaya
syria,aleppo,jarablus,ghandorah
libya,al qubbah,darnah,ras al hilal
central african republic,ouham pende,paoua,bingui
senegal,ziguinchor,ziguinchor,etafoune
yemen,sanaa,bilad ar rus,naqil yislah
india,chhattisgarh,bijapur,galgam
somalia,jubbada hoose,afmadow,haawina
pakistan,khyber pakhtunkhwa,charsadda,tangi
egypt,alexandria,bab sharqi,wabur al miyah
syria,aleppo,menbij,jeb abyad
syria,homs,homs,tiyas - airport
burundi,muyinga,giteranyi,rugari
somalia,shabeellaha dhexe,cadale,gulane
mozambique,zambezia,mopeia,mopeia
sudan,khartoum,khartoum,khartoum international airport
burundi,kayanza,kayanza,kayanza
india,punjab,sangrur,fatehgarh chhanna
liberia,river gee,gbeapo,eastern
central african republic,ouham,batangafo,ouogo centre
nigeria,oyo,lagelu,iyana-ofa
south africa,limpopo,sekhukhune,mooihoek
nigeria,rivers,abua/odual,abua
yemen,sanaa,hamdan,bani bashir
kenya,bungoma,mt. elgon,kapkoto
sudan,white nile,el gutaina,hassaniyah
south africa,gauteng,city of johannesburg,grand central aerodome
nigeria,akwa ibom,nsit ibom,ndiya
yemen,al jawf,al maslub,al waqaz
cameroon,sud-ouest,manyu,mbinjong
sierra leone,northern,kambia,kassierie
syria,aleppo,afrin,ballursanak
india,uttar pradesh,mau,nasirpur
egypt,menoufia,quwisna,birket al saba
sierra leone,eastern,kono,gbenkoro
india,tamil nadu,namakkal,belukkurichchi
nigeria,benue,gboko,abur
burundi,muramvya,muramvya,busimba
sierra leone,northern,port loko,royeben
mali,kidal,tessalit,igharghar
kenya,mandera,mandera north,turbi
yemen,al jawf,al maslub,as sawda
india,haryana,rohtak,nonand
rwanda,amajyepfo,muhanga,nyamabuye
syria,idleb,idleb,wasita
nigeria,abia,ukwa west,imo river
kenya,migori,suna east,kakrao
ivory coast,sassandra-marahoue,marahoue,bouafle
nigeria,zamfara,kaura-namoda,kaura namoda
madagascar,mahajanga,betsiboka,andriamena
kenya,kiambu,limuru,ngecha
syria,hama,as-salamiyeh,hajilah
south africa,limpopo,waterberg,vaalwater
syria,aleppo,afrin,abu ka'ab
india,haryana,hisar,ramayan
democratic republic of congo,equateur,equateur,bolomba
burundi,mwaro,bisoro,cugaro
india,jammu and kashmir,shopian,nagbal
uganda,gulu,aswa,lugore
zimbabwe,manicaland,makoni,dombotombo
guinea,boke,gaoual,koumbia
india,punjab,jalandhar,dayalpur
iraq,anbar,anah,anah
somalia,mudug,hobyo,haraale
uganda,kitgum,chua,ochom
south africa,kwazulu-natal,sisonke,underberg
nigeria,borno,mobbar,damasak
india,uttar pradesh,muzaffarnagar,muzaffarnagar
kenya,nakuru,nakuru town east,nakuru
burundi,muyinga,muyinga,biyorwa
bangladesh,dhaka,kishoreganj,kishoreganj paurashava
nigeria,niger,rijau,rafi na kacheri
india,haryana,gurgaon,sohna
nigeria,federal capital territory,abuja municipality,aso
india,mizoram,kolasib,bairabi
kenya,narok,kilgoris,sangoi
zambia,lusaka,lusaka,chibolya
sierra leone,eastern,kono,yormandu
india,himachal pradesh,mandi,mandi
kenya,wajir,wajir north,kudaama
somalia,bay,qansax dheere,koban
afghanistan,balkh,khost,zakar khel
sudan,north darfur,tawilla,katur
pakistan,fata,khyber agency,landi khel
kenya,turkana,turkana central,turkwel
sudan,west darfur,kreinik,murnei
afghanistan,balkh,charbolak,salbarun
sudan,east darfur,sheiria,shearia
sudan,khartoum,um durman,koran university omdurman
nigeria,kwara,edu,kokona
turkey,kilis,kilis,oncupinar
democratic republic of congo,orientale,haut-uele,djabir
democratic republic of congo,sud-kivu,sud-kivu,lulimba
india,jammu and kashmir,bandipora,malangam
india,uttar pradesh,muzaffarnagar,hasanpur
angola,bie,cunhinga,chicoluculo
nigeria,delta,burutu,forcados river
kenya,west pokot,kacheliba,kacheliba
india,madhya pradesh,indore,palda
malawi,nsanje,ta ndamera,mchacha
cameroon,extreme-nord,logone-et-chari,ardebe
angola,cuanza sul,quibala,catofe
madagascar,antananarivo,itasy,antohomadinika
south africa,northern cape,frances baard,longlands
kenya,marsabit,moyale,hoga hills
india,odisha,bargarh,banabira
south africa,western cape,overberg,swellendam
ivory coast,zanzan,bounkani,eastern
south africa,limpopo,waterberg,ga-mapela
somalia,gedo,luuq,geer boolow
democratic republic of congo,katanga,tanganyka,kibondo
zimbabwe,mashonaland east,mudzi,mudzi
yemen,sadah,kitaf wa al boqee,aba as sidays
sri lanka,southern,galle,ambalangoda
ethiopia,somali,nogob,goranka
central african republic,ouham pende,ngaoundaye,ngouboye
india,tamil nadu,tirunelveli,melapalayam
algeria,djelfa,birine,birine
pakistan,fata,south waziristan agency,angoor adda
somalia,shabeellaha dhexe,balcad,garsaalo
afghanistan,nangarhar,achin,bandar khulah
india,bihar,kaimur,mohania
democratic republic of congo,sud-kivu,sud-kivu,nyamutiri
sudan,east darfur,adila,sunta
pakistan,balochistan,kech,dandar
iraq,babylon,mahmudiya,qaryat as saidat
syria,dar'a,dar'a,jellin
india,rajasthan,jaipur,kukas
burkina faso,centre,kadiogo,kalgondin
uganda,kabale,kabale,rushaki
pakistan,punjab,rahim yar khan,haji gul muhammad
india,madhya pradesh,hoshangabad,hoshangabad
yemen,sadah,as safra,madhab
afghanistan,jowzjan,khamyab,khamyab
india,jammu and kashmir,pulwama,tumlahal
tunisia,tunis,la goulette,la goulette
india,haryana,panchkula,tagra hakimpur
kenya,marsabit,saku,bulesare
iraq,kirkuk,haweeja,qaryat abu al jays
yemen,taizz,maqbanah,maqbanah
india,karnataka,mysuru,nanjangud
madagascar,toamasina,ambatovy,ambatovy
india,tamil nadu,tiruppur,udumalaipettai
liberia,bomi,suehn mecca,upper mecca
zambia,northern,mpulungu,mpulungu
democratic republic of congo,orientale,haut-uele,kaka ii
syria,homs,tall kalakh,inata
syria,homs,tall kalakh,halat
south africa,eastern cape,buffalo city,cambridge
pakistan,punjab,kasur,raiwind
somalia,mudug,gaalkacyo,ceel bardaale
pakistan,punjab,lahore,anarkali
india,bihar,nawada,daulatpur
palestine,west bank,ramallah,latrun
indonesia,jakarta,north jakarta,kelapa gading
cambodia,bos sbov,bos sbov,phumi tbeng
bahrain,central,,salmabad
tunisia,kasserine,hassi el ferid,bir hassi el ferid
somalia,jubbada hoose,afmadow,gelaf
zimbabwe,masvingo,chivi,chivi
pakistan,khyber pakhtunkhwa,karak,sraykhwa
egypt,north sinai,al-hasna,al hasna
nigeria,federal capital territory,abuja municipality,asokoro
yemen,taizz,sabir al mawadim,wadi ad dabab
afghanistan,kunduz,chardara,chardara
yemen,sadah,monabbih,al hathirah
algeria,chlef,oued fodda,beni rached
sierra leone,southern,moyamba,talia
sierra leone,northern,tonkolili,bolyin
algeria,tizi ouzou,beni zmenzer,taourirt bagour
nigeria,lagos,amuwo-odofin,satellite town
syria,lattakia,al-haffa,salanfa
india,meghalaya,west khasi hills,nurmati
india,manipur,imphal east,phaknung
pakistan,punjab,narowal,mallah
kenya,nairobi,roysambu,kahawa
algeria,adrar,aougrout,aougrout
somalia,sool,caynabo,dhanaano
guinea-bissau,quinara,fulacunda,bissau
sudan,kassala,rural kassala,gulsa
india,manipur,imphal east,andro
south sudan,lakes,rumbek east,maluell
uganda,kaberamaido,kalaki,anyara
pakistan,khyber pakhtunkhwa,swat,khazana
iran,khuzestan,sush,haft tappeh
syria,idleb,harim,hafasraja
angola,bie,camacupa,camacupa
yemen,hajjah,abs,abs
madagascar,antananarivo,vakinankaratra,andohanilaka
south africa,limpopo,mopani,maruleng
sierra leone,northern,port loko,mayoyisor
mozambique,manica,chipungabeira,chiurairue
yemen,taizz,mawza,qaryat shatt ghurab
bangladesh,rajshahi,nawabganj,gohalbari
burundi,makamba,nyanza-lac,buheka
somalia,shabeellaha dhexe,jowhar,dhiingaras
ethiopia,oromia,north shewa,wabe
india,assam,dhemaji,murkongselek
senegal,dakar,dakar,assainies
algeria,tebessa,el malabiodh,elma labiod
burundi,bujumbura rural,isale,rushubi
south sudan,eastern equatoria,magwi,magwi
india,assam,karimganj,karimganj
central african republic,ouaka,bambari,ngakobo
syria,homs,tadmor,al-hill
india,jammu and kashmir,anantnag,sangam
burundi,ruyigi,gisuru,gacokwe
india,jammu and kashmir,kulgam,kulgam
ghana,brong ahafo,asunafo south,kukuom
yemen,sadah,sahar,wadi alaf
syria,hama,hama,rasm al-tawil al-sharqiyah
rwanda,iburengerazuba,nyabihu,giciye
rwanda,iburengerazuba,rubavu,gisa
ethiopia,oromia,mirab hararghe,gelemso
syria,deir-ez-zor,al mayadin,al-sayjan - oil field
pakistan,balochistan,chagai,faisal colony
democratic republic of congo,orientale,ituri,basiri
yemen,taizz,dhubab,hurayqiyah
nepal,west,gandaki,gorkha
burundi,kirundo,bugabira,ruhehe
burundi,kayanza,kabarore,kibati
cambodia,kbal romeas,kbal romeas,kbal romea
tunisia,medenine,djerba midoun,houmt souk
