
germany,,rheinland-pfalz,mutterstadt
china,,shandong sheng,huadian
haiti,,,les cayes
pakistan,,sindh,goth halan
france,departement de l'orne,region basse-normandie,aubusson
france,paris,region ile-de-france,ile de la cite
kenya,,lake bogoria,
philippines,province of davao oriental,davao,tarragona
united kingdom,essex,england,saffron walden
south africa,city of johannesburg metropolitan municipality,gauteng,westcliffe
india,west kameng,state of arunachal pradesh,
united states,delaware county,pennsylvania,waterville
united states,,alaska,
costa rica,,provincia de alajuela,alajuela
new zealand,,,north auckland
united kingdom,larne district,northern ireland,larne
united states,matanuska-susitna borough,alaska,youngstown
canada,,ontario,seville
india,,state of maharashtra,miri
lithuania,,,salcininkai
nigeria,,,maisuma
poland,powiat cieszynski,wojewodztwo slaskie,ustron
kyrgyzstan,,chuey oblasty,belovodskoye
canada,,ontario,bowmanville
uganda,,central region,katanga
burkina faso,province du yatenga,nord,tiou
colombia,,departamento de casanare,nunchia
syria,,muhafazat rif dimashq,kubri
russian federation,,sverdlovskaya oblast',bogdanovich
japan,,tokyo-to,harumi
united states,cook county,illinois,chicago
netherlands,gemeente roermond,provincie limburg,roermond
chile,provincia de cautin,region de la araucania,la paz
argentina,departamento de rosario,provincia de santa fe,rosario
philippines,province of tarlac,central luzon,caramutan
afghanistan,,faryab province,maymana
china,,shaanxi,danzhou
argentina,,provincia de buenos aires,coronel vidal
pakistan,,federally administered tribal areas,manzai
united arab emirates,,ash shariqah,al hamriyah
australia,sorell,state of tasmania,lewisham
philippines,province of negros oriental,central visayas,mantiquil
nepal,,,kailali
honduras,,departamento de santa barbara,san jose del cacao
india,,state of himachal pradesh,bagi
spain,,euskal autonomia erkidegoa,san sebastian
papua new guinea,,central province,tapini
poland,powiat grodziski,mazowieckie,grodzisk mazowiecki
nepal,bagmati zone,madhyamanchal,jorpati
turkey,,,kara dere
turkey,,malatya,bozburun
malaysia,,pulau pinang,taman kota permai
serbia,,,budanovci
austria,politischer bezirk vocklabruck,oberoesterreich,frankenburg
haiti,,departement de l'ouest,tabarre
pakistan,,khyber pakhtunkhwa province,gujrat
india,,state of andhra pradesh,jonnagiri
rwanda,,northern province,gisozi
canada,,bliss,
australia,clarence,state of tasmania,howrah
indonesia,,jawa barat,pinang
canada,,ontario,millhaven
new zealand,marlborough district,marlborough,canvastown
indonesia,,nanggroe aceh darussalam province,darussalam
india,vadodara,state of gujarat,
india,,state of chhattisgarh,khokra
south korea,,jeollabuk-do,jeonju
thailand,,changwat nakhon si thammarat,hua sai
kenya,lamu district,,
gambia,,city of banjul,serekunda
nepal,kosi zone,purwanchal,basantatar
new caledonia,,,kamere
colombia,fundacion,departamento del magdalena,
bangladesh,,rangpur division,kazipara
india,,,thakurbari
mexico,,estado de guerrero,ixtapa
iran,,kermanshah province,bozmirabad
venezuela,,estado barinas,santa clara
colombia,,departamento de la guajira,riohacha
australia,gold coast,state of queensland,miami
india,,state of karnataka,varur
united states,carlton county,minnesota,carlton
tanzania,,dar es salaam region,ilala
australia,manjimup,state of western australia,northcliffe
croatia,,,brac
cote d'ivoire,,vallee du bandama,tiebissou
united states,cook county,illinois,cornell university
czech republic,,jihomoravsky kraj,visnove
monaco,,commune de monaco,monte-carlo
georgia,,imereti,k'ut'aisi
iran,,esfahan province,golpayegan
france,departement du morbihan,region bretagne,auray
ireland,ciarrai,munster,o'connell bridge
uganda,kyankwanzi district,central region,
india,,state of bihar,punpun
south korea,,gyeongsangbuk-do,karim
bosnia and herzegovina,,federation of bosnia and herzegovina,brekovica
democratic republic of congo,,,keshero
colombia,,departamento del magdalena,centroamerica
syria,,dayr az zawr,al hamad
democratic republic of congo,,,kasai
ireland,an clar,munster,doonbeg
mexico,,estado de chiapas,genova
china,,guizhou sheng,tongren
pakistan,,khyber pakhtunkhwa province,manga
united kingdom,aberdeen city,scotland,
croatia,,osjecko-baranjska zupanija,knezevi vinogradi
turkey,,ankara,cankaya
india,,state of tamil nadu,kadaladi
angola,,provincia do uige,mbanza congo
china,,guizhou sheng,chengguan
uganda,kampala district,central region,port bell
iraq,,muhafazat as sulaymaniyah,bakir bayaf
india,,state of uttar pradesh,khekra
brazil,penaforte,estado do ceara,santo andre
russian federation,,sakhalinskaya oblast',pozharskoye
canada,,nunavut,kimmirut
mexico,,estado de tamaulipas,tula
greece,nomos ioanninon,epirus,gounari
united kingdom,fife,scotland,
czech republic,okres decin,ustecky kraj,decin
argentina,,provincia de mendoza,mendoza
canada,,resolute bay,
democratic republic of congo,,orientale province,karaya
benin,,,semi
philippines,province of bulacan,central luzon,pulilan
australia,sutherland shire,state of new south wales,engadine
canada,,prince edward island,hampton
new zealand,auckland,auckland,manurewa
angola,municipio viana,luanda province,
nigeria,,,wannune
china,,guangdong sheng,yunan
nepal,,madhyamanchal,banepa
united states,bethel census area,alaska,napakiak airport
russian federation,,dagestan,gedzhukh
colombia,,departamento de cundinamarca,gutierrez
nicaragua,,departamento de matagalpa,mulukuku
senegal,,tambacounda,bakel
russian federation,,orenburgskaya oblast',kamyshin
russian federation,,dagestan,kandauraul
australia,,state of south australia,kirra
indonesia,,provinsi jawa tengah,pemalang
brazil,passos,estado de minas gerais,vilela
spain,provincia de cadiz,andalucia,zahara
nepal,bheri zone,madhya pashchimanchal,ghariban
russian federation,,primorskiy kray,perevoznaya
philippines,,,taligaman
azerbaijan,,neftchala rayon,boyuk oriyat
united states,davidson county,north carolina,
brazil,imbituva,estado do parana,imbituva
mexico,aculco,estado de mexico,jurica
bangladesh,,rangpur division,kutub
bangladesh,,rangpur division,madhabpur
united kingdom,greater london,england,whittington hospital
china,,,songhua jiang
albania,rrethi i pukes,qarku i shkodres,fierze
philippines,province of southern leyte,eastern visayas,pangyan
democratic republic of congo,,orientale province,bengamisa
south africa,nkangala district municipality,mpumalanga,mmametlhake
finland,savo,eastern finland province,kuopio
austria,politischer bezirk bregenz,vorarlberg,bregenz
india,,state of jammu and kashmir,bandi
iraq,,dihok,habur border gate
australia,griffith,state of new south wales,griffith
canada,,alberta,water valley
indonesia,,jawa timur,lamongan
myanmar,,shan state,mong hsat
montenegro,,,tuzi
poland,powiat koszalinski,zachodniopomorskie,powidz
mexico,,estado de morelos,xoxocotla
albania,rrethi i tropojes,qarku i kukesit,bajram curri
india,,state of assam,agia
canada,,saskatchewan,new england
australia,macedon ranges,state of victoria,riddell
pakistan,,punjab,rajam
democratic republic of congo,,orientale province,baze
india,,state of jammu and kashmir,shadipur
south africa,mopani district municipality,limpopo,giyani
algeria,,wilaya de batna,seriana
australia,,state of queensland,cape york
nigeria,,,patigi
colombia,,departamento de antioquia,vallecito
china,,hainan sheng,qionghai
india,,state of odisha,dholpur
france,departement des vosges,region lorraine,pont
tanzania,,rukwa region,sumbawanga
angola,,zaire,luvo
turkey,,istanbul,yesilkoy
lithuania,,,vilkyskiai
democratic republic of congo,,orientale province,banga
puerto rico,,guanica municipio,guanica
australia,,state of queensland,bohle river
australia,,state of new south wales,kings point
venezuela,,estado anzoategui,san bernardino
russian federation,,chechenskaya respublika,sovragi
tanzania,,mara region,bukima
italy,provincia di trento,trentino-alto adige,piazza del duomo
turkey,,istanbul,beyoglu
dominican republic,,middle america,
russian federation,,primorskiy kray,mezhdurech'ye
kenya,,murang'a district,gakui
uganda,arua district,northern region,kubala
united kingdom,edinburgh,scotland,currie
germany,,rheinland-pfalz,neustadt an der weinstrasse
iran,,gilan province,khorum
mexico,santa maria ecatepec,estado de oaxaca,santo tomas teipan
colombia,,departamento de casanare,la vanguardia
malaysia,,pahang,cherating
mexico,,estado de chihuahua,sierra negra
philippines,,,sm village
cyprus,,eparchia keryneias,trapeza
united states,ogemaw county,michigan,
kenya,,bungoma district,bokoli
india,,state of maharashtra,satara
netherlands,gemeente apeldoorn,provincie gelderland,apeldoorn
turkey,,balikesir,demirkapi
australia,wellington,state of victoria,woodside
france,departement de la savoie,region rhone-alpes,conflans
new zealand,,,helensville
argentina,,provincia de la rioja,nonogasta
russian federation,,bashkortostan,koshak
india,,state of jammu and kashmir,bishnah
algeria,,wilaya de bouira,sour el ghozlane
poland,powiat bialski,lubelskie,wisznice
russian federation,,kaliningradskaya oblast',furmanovo
nigeria,,ogun state,
australia,,state of western australia,karrakatta cemetery
south africa,city of johannesburg metropolitan municipality,gauteng,milpark hospital
lebanon,,mohafazat nabatiye,khirbet selm
new zealand,ruapehu district,manawatu-wanganui,waiouru
hungary,,borsod-abauj zemplen county,balvanyos
vietnam,,tinh bac lieu,thanh pho bac lieu
nigeria,,oyo state,akobo
colombia,,departamento del magdalena,vista hermosa
greece,nomos thessalonikis,central macedonia,vasiloudi
ethiopia,,amhara region,felfel
india,,state of rajasthan,jaitpur
russian federation,,primorskiy kray,armu
costa rica,,provincia de alajuela,salvador
bermuda,,sandys parish,
united states,montgomery county,maryland,national naval medical center
australia,greater geelong,state of victoria,geelong
colombia,,departamento de antioquia,yolombo
pakistan,,balochistan,kanjar
slovakia,,banskobystricky kraj,krupina
burundi,,bururi province,mubira
nigeria,,delta state,escravos river
uganda,nakapiripirit district,northern region,nabilatuk
nepal,sagarmatha zone,purwanchal,mirchaiya
czech republic,,liberecky kraj,jachymov
philippines,,pata island,
afghanistan,,paktika,karam kot
united kingdom,aberdeen city,scotland,university of aberdeen
china,,yunnan sheng,zhongxing
india,,state of karnataka,kalyan nagar
united states,hamilton county,texas,hamilton general hospital
mexico,,estado de zacatecas,escobedo
nigeria,,oyo state,river ogunpa
united kingdom,greater london,england,clerkenwell
kenya,,nyeri district,ndurutu
pakistan,,punjab,abbaspur
india,,state of punjab,harchowal
albania,rrethi i fierit,qarku i fierit,patos
haiti,,centre,hinche
indonesia,,daerah istimewa yogyakarta,melati
serbia,,,velje polje
italy,provincia di campobasso,regione molise,campobasso
india,,state of sikkim,monastere de rumteck
brazil,ibipora,estado do parana,ibipora
russian federation,,astrakhanskaya oblast',klimkin
france,departement des yvelines,region ile-de-france,chatou
democratic republic of congo,haut-lomami,katanga province,zone de kamina
brazil,bage,estado do rio grande do sul,pirai
nigeria,,,ife
mexico,,estado de chihuahua,ayala
india,,state of tamil nadu,pallipattu
indonesia,,jawa barat,tasikmalaya
india,,state of maharashtra,navi mumbai
democratic republic of congo,,orientale province,bangadi
sri lanka,,western province,nugegoda
maldives,,,ari atoll
japan,,fukuoka-ken,yukuhashi
united states,sevier county,arkansas,central
switzerland,geneva,canton de geneve,cointrin
thailand,,changwat chai nat,nong mamong
colombia,,departamento de la guajira,limon
ghana,,,dadieso
el salvador,,departamento de usulutan,san marcos lempa
brazil,caratinga,estado de minas gerais,caratinga
democratic republic of congo,tshilenge district,province du kasai-oriental,zone de mbuji-mayi
colombia,,departamento del cesar,democracia
kazakhstan,,almaty oblysy,kapshagay
belarus,,grodnenskaya oblast',trichi
philippines,pasig,national capital region,pasig city
nepal,seti zone,sudur pashchimanchal,bayalpata
new zealand,far north district,northland,kaingaroa
philippines,,autonomous region in muslim mindanao,
angola,,provincia do bie,cuanza
turkey,,sinop,omer
indonesia,,banten,pandeglang
myanmar,,mandalay region,kyatpye
central african republic,,,bella
indonesia,,provinsi nusa tenggara timur,kefamenanu
puerto rico,,juana diaz municipio,juana diaz
united kingdom,west berkshire,england,pangbourne
azerbaijan,,baku city,pirallahi
taiwan,,taiwan,yanbu
new zealand,ashburton district,canterbury,elgin
indonesia,,daerah khusus ibukota jakarta,klender
poland,powiat nowotarski,wojewodztwo malopolskie,nowy targ
indonesia,,nanggroe aceh darussalam province,bintang
peru,provincia de huarochiri,lima,san bartolome
united kingdom,,north wales,
australia,waverley,state of new south wales,dover heights
nigeria,,nassarawa state,
india,,state of haryana,bilbilan
indonesia,,sulawesi tengah,kotarindau
india,,state of tamil nadu,tirunelveli
brazil,jaguariuna,estado de sao paulo,jaguariuna
indonesia,,jawa barat,serpong
serbia,,,dubnica
bangladesh,,,mollahat
mexico,,estado de chiapas,san luis potosi
india,,state of jammu and kashmir,shilwat
mexico,,distrito federal,topilejo
poland,,,vistula
united states,bergen county,new jersey,cliffside park
slovenia,,obcina ormoz,ormoz
burundi,,kayanza province,gahombo
zimbabwe,,manicaland province,odzi
japan,,ibaraki-ken,yamagata
indonesia,,nanggroe aceh darussalam province,
sierra leone,,western area,sussex
canada,,nova scotia,red river
india,,state of gujarat,agas
afghanistan,,nangarhar,wazir
canada,,nova scotia,thornhill
spain,provincia de las palmas,canarias,la playa de arguineguin
united states,renville county,minnesota,hector
haiti,,sud-est,carrefour marin
australia,,state of new south wales,mirrabooka
turkey,,kuetahya,pusan
israel,,,
ukraine,,volyns'ka oblast',kovel'
india,,state of punjab,bhatinda
peru,utcubamba,amazonas,mercedes
canada,,nova scotia,port hastings
united states,passaic county,new jersey,passaic
russian federation,,leningradskaya oblast',guba
uganda,,central region,bbaale
brazil,iturama,estado de minas gerais,iturama
india,,state of jharkhand,kodarma
turkey,,ankara,gaziosmanpasa
india,pauri garhwal,state of uttarakhand,
australia,maribyrnong,state of victoria,footscray
japan,,okinawa-ken,miyagi
finland,varsinais-suomi,province of western finland,leila
democratic republic of congo,,,mwanza
australia,wellington,state of victoria,munro
brazil,joinville,estado de santa catarina,joinville
iran,,mazandaran province,makran
nepal,,,
tanzania,,ruvuma region,songea
spain,provincia de segovia,castilla y leon,torreiglesias
burundi,,ruyigi province,rukoko
serbia,,,stanovo
uganda,gulu district,northern region,gulu municipality
indonesia,,jawa barat,rawasari
united kingdom,midlothian,scotland,bonnyrigg
haiti,,departement de l'ouest,lissade
jordan,,irbid,jinnin as safa
gambia,,western division,sukuta
brazil,boa viagem,estado do ceara,massangana
india,,state of andhra pradesh,gorantla
rwanda,,western province,murundi
brazil,mangaratiba,estado do rio de janeiro,
iraq,,muhafazat as sulaymaniyah,bestane
india,maharajganj,state of uttar pradesh,
united states,koochiching county,minnesota,falls church
philippines,province of maguindanao,autonomous region in muslim mindanao,baka
democratic republic of congo,sous-region du tanganika,katanga province,zone de moba
japan,,niigata-ken,oshima
nepal,mahakali zone,sudur pashchimanchal,gaddachauki
greece,nomarchia anatolikis attikis,attica,markopoulo
democratic republic of congo,,,kimba
nicaragua,,departamento de managua,el crucero
united states,orange county,california,anaheim
pakistan,,khyber pakhtunkhwa province,mohmand
indonesia,,jawa timur,kedungrejo
afghanistan,,kunar,chichal
democratic republic of congo,,orientale province,dulia
mexico,,estado de tamaulipas,abasolo
mexico,,estado de nuevo leon,iturbide
fiji,,central division,korovou
pakistan,,khyber pakhtunkhwa province,bakka khel
philippines,province of iloilo,western visayas,buhay
bosnia and herzegovina,,federation of bosnia and herzegovina,nova bila
cuba,,isla de la juventud,
china,,xinjiang uygur zizhiqu,shufu
india,,state of uttar pradesh,chunar
philippines,province of sorsogon,bicol,sablayan
slovakia,,nitriansky kraj,uhrovec
germany,freiburg region,baden-wuerttemberg region,freiburg im breisgau
sri lanka,,northern province,pampaimadu
argentina,partido de lujan,provincia de buenos aires,lujan
brazil,matelandia,estado do parana,matelandia
russian federation,,vladimirskaya oblast',kirzhach
south africa,cacadu district municipality,province of eastern cape,waterford
france,departement du calvados,region basse-normandie,lisieux
sudan,,red sea,sinkat
uganda,kiboga district,central region,bukomero
belgium,provincie vlaams-brabant,flanders,duisburg
germany,,land niedersachsen,salzgitter
ireland,,leinster,mourne road
colombia,,departamento de risaralda,santa rosa de cabal
sri lanka,,northern province,varani north
norway,ovre eiker,buskerud fylke,hokksund
israel,,central district,ra'anana
united states,oklahoma county,oklahoma,will rogers world airport
china,,shanghai shi,qibao
australia,wollongong,state of new south wales,farmborough heights
brazil,porto alegre do piaui,estado do piaui,porto
colombia,,departamento del choco,riosucio
democratic republic of congo,,province du kasai-occidental,katambala
egypt,,muhafazat al iskandariyah,alexandria
new zealand,,,mangawhero river
central african republic,,,yare
mexico,actopan,estado de hidalgo,santa maria magdalena
somalia,,gobolka shabeellaha hoose,wanlaweyn
bangladesh,,dhaka division,damdama
indonesia,,nanggroe aceh darussalam province,kecamatan syamtalira bayu
bangladesh,,rajshahi division,bangabaria
pakistan,,punjab,khair
australia,,state of new south wales,west street
south africa,mangaung metropolitan municipality,province of the orange free state,tempe
united kingdom,east riding of yorkshire,england,ellerton
australia,glamorgan/spring bay,state of tasmania,triabunna
benin,,littoral,
yemen,al hawak,muhafazat al hudaydah,hodeidah
afghanistan,,helmand,zamboli
kazakhstan,,yuzhno-kazakhstanskaya oblast',kentau
burundi,,kirundo province,bugabira
zambia,,western province,mambo
australia,tablelands,state of queensland,ravenshoe
bangladesh,,khulna division,baghel
liberia,,montserrado county,white plains
iran,,azarbayjan-e gharbi province,bazargan
china,,liaoning sheng,faku
argentina,partido de vicente lopez,provincia de buenos aires,olivos
uganda,abim district,northern region,
india,,state of bihar,fatwa
zambia,,central province,musofu
china,,zhejiang sheng,huzhou
the former yugoslav republic of macedonia,,,vratnica
canada,cote-nord,quebec,tadoussac
iran,,kerman province,sar bagh
italy,provincia di siena,regione toscana,montepulciano
australia,yarra,state of victoria,burnley
australia,canning,state of western australia,canning vale
argentina,,provincia de buenos aires,ramos mejia
india,,state of uttar pradesh,kuan
angola,,luanda province,corte
united states,edgecombe county,north carolina,
norfolk island,,norfolk island,
australia,,state of new south wales,capricorn
spain,provincia de badajoz,extremadura,medellin
belarus,,brestskaya oblast',kobryn
kenya,,nyeri district,othaya
curaçao,,,
norway,fredrikstad,ostfold fylke,fredrikstad
france,departement d'indre-et-loire,region centre,amboise
canada,,ontario,freeman
poland,warszawa,mazowieckie,wesola
australia,,barrow island,
australia,eurobodalla,state of new south wales,batemans bay
vietnam,,ho chi minh city,tan son nhat international airport
spain,provincia de madrid,comunidad de madrid,parla
india,,state of jammu and kashmir,suru
canada,saguenay/lac-saint-jean,quebec,mashteuiatsh
mexico,,gulf of mexico,
united kingdom,north yorkshire,england,whitby
united states,shawnee county,kansas,topeka
mexico,,estado de guerrero,malinaltepec
united kingdom,south lanarkshire,scotland,blackwood
central african republic,,,bambou
south korea,,jeollanam-do,sebang
afghanistan,,daykundi,taghak
croatia,,karlovacka zupanija,seliste
philippines,province of cebu,central visayas,lantawan
portugal,,distrito de lisboa,
austria,politischer bezirk baden,niederoesterreich,traiskirchen
malawi,nkhotakota district,central region,nkhota kota
pakistan,,punjab,okara
iran,,ardabil province,
united states,desha county,arkansas,arkansas river
canada,,nova scotia,millbrook
philippines,province of tarlac,central luzon,paniqui
turkey,bahcelievler,istanbul,
china,,gansu sheng,chiba
france,departement du gard,region languedoc-roussillon,montcalm
hungary,,gores,
tanzania,,kagera region,kyoto
japan,,mie-ken,iga
pakistan,,punjab,bahawalnagar
mexico,,estado de tamaulipas,altamirano
cameroon,,north-west region,mbengwi
mexico,,estado de sinaloa,culiacan
greece,nomos magnisias,thessaly,kalamos
albania,,qarku i kukesit,borje
south africa,bojanala platinum district municipality,province of north-west,hartbeespoort
canada,,ontario,wharncliffe
spain,provincia de salamanca,castilla y leon,salamanca
united states,nome census area,alaska,bering strait
sudan,,blue nile,chali el fil
latvia,,limbazu rajons,birini
yemen,al mahabishah,muhafazat hajjah,shama
bolivia,,departamento de potosi,uyuni
australia,port augusta,state of south australia,port augusta
india,,,dholera
russian federation,,chelyabinskaya oblast',pervomayskiy
zimbabwe,gwanda district,,
tanzania,,mwanza region,magogo
kenya,,keiyo,chemosit
australia,knox,state of victoria,ferntree gully
south africa,chris hani district municipality,province of eastern cape,tsomo
malaysia,,perak,sungai sireh
sri lanka,,central province,hatton
democratic republic of congo,,province du maniema,malumba
bangladesh,,rajshahi division,jageshwar
bangladesh,,chittagong,debidwar
liberia,,bong county,monrovia
china,,jiangsu sheng,yangzi
ireland,,,ashford castle
egypt,markaz bani mazar,muhafazat al minya,
sri lanka,,central province,naula
spain,provincia de jaen,andalucia,la mesa
somalia,,gobolka bari,caluula
united states,pike county,missouri,aberdeen
cameroon,,north-west region,bafut
afghanistan,,badghis,hisarak
india,siwan,state of bihar,
kosovo,,opstina strpce,brezovica
australia,anangu pitjantjatjara,state of south australia,amata
croatia,,bjelovarsko-bilogorska zupanija,veliki bastaji
ireland,fingal county,leinster,blanchardstown
ireland,an cabhan,ulster,bellville
democratic republic of congo,,province du bas-congo,congo river
georgia,,,tsinubani
france,paris,region ile-de-france,champs-elysees
hungary,,somogy megye,taszar
india,,state of maharashtra,andheri
russian federation,,saratovskaya oblast',vasil'yevka
brazil,anapu,estado do para,
south africa,city of tshwane metropolitan municipality,gauteng,pretoria
afghanistan,jowand,badghis,
ghana,,greater accra region,achimota
india,,state of madhya pradesh,nawalpura
croatia,,sisacko-moslavacka zupanija,topusko
argentina,,provincia de buenos aires,general jose de san martin
fiji,,lauthala bay,
north korea,,,pyongyang sunan international airport
jamaica,,parish of westmoreland,negril
united kingdom,derbyshire,england,woodville
south africa,eden district municipality,province of the western cape,bergsig
canada,,niven,
nigeria,,sokoto state,goronyo dam
zambia,,eastern province,lundazi
united states,kings county,state of new york,bensonhurst
belarus,,grodnenskaya oblast',"bali, belarus"
slovakia,,,bratislava - vajnory
canada,,cote-d'azur,
colombia,,departamento del choco,rio salaqui
united kingdom,south gloucestershire,england,olveston
mexico,,estado de tabasco,tacotalpa
indonesia,,jawa barat,cijeruk
ukraine,,l'vivs'ka oblast',nikolayev
rwanda,,northern province,rushashi
china,,henan sheng,baiwangzhuang
uganda,lamwo district,northern region,arusha
mexico,,estado de hidalgo,tepeapulco
cyprus,,eparchia lefkosias,ayios dhometios
nigeria,,bauchi state,gana
turkey,,gaziantep,esme dere
argentina,,provincia de santa fe,pueblo esther
burundi,,cibitoke province,buhindo
spain,provincia de huesca,aragon,ciudadela
congo,,region du niari,goma
brazil,pesqueira,estado de pernambuco,pesqueira
china,,shanxi sheng,guanghua
kenya,,dongo kundu,
taiwan,taipei,taipei,luzhou
turkey,,kayseri,doruklu
uganda,arua district,northern region,rigbo
czech republic,okres breclav,jihomoravsky kraj,breclav
democratic republic of congo,,province du nord-kivu,kitshanga
australia,mackay,state of queensland,seaforth
belgium,province de namur,walloon region,doische
ethiopia,,oromiya region,sado
india,,state of uttar pradesh,sahar
canada,,,yellowknife airport
france,departement de l'herault,region languedoc-roussillon,ganges
bhutan,,dagana dzongkhag,
myanmar,,yangon region,
tanzania,ilemela district,mwanza region,
timor-leste,,liquica,maubara
cyprus,,eparchia lefkosias,limnitis
mexico,,estado de mexico,ayotla
el salvador,,departamento de san miguel,san miguel
united states,,washington d.c.,washington monument
georgia,,,amtkel
myanmar,,taninthayi region,myeik
australia,sutherland shire,state of new south wales,como
india,,state of uttar pradesh,malwa
cote d'ivoire,,zanzan,bondoukou
mexico,,estado de oaxaca,san pedro amuzgos
sri lanka,,eastern province,puthoor
afghanistan,,parwan,chunar
saudi arabia,,mintaqat tabuk,tabuk
india,,state of kerala,nattika
philippines,province of sulu,autonomous region in muslim mindanao,laminusa
nigeria,,ekiti state,ado-ekiti
canada,,saskatchewan,glencairn
nepal,bheri zone,madhya pashchimanchal,baude
zambia,,southern province,mbila
libya,,sha`biyat ghat,ghat
ethiopia,north shewa zone,oromiya region,
kenya,,murang'a district,gichugu
guyana,,mahaica-berbice region,
malaysia,,pahang,tanah runtuh
mexico,,estado de oaxaca,santa maria coyotepec
bangladesh,,rajshahi division,jalalabad
mauritius,,flacq district,hermitage
australia,barcaldine,state of queensland,tableland
burundi,,makamba province,mugina
united states,greene county,alabama,
france,,region languedoc-roussillon,herault
russian federation,,respublika ingushetiya,gandalbos
nigeria,,sokoto state,zabarmawa
australia,,state of new south wales,pretty beach
india,,state of rajasthan,nagaur
nigeria,oye local government area,ekiti state,
south africa,thabo mofutsanyana district municipality,province of the orange free state,connaught
spain,provincia de zaragoza,aragon,el comercio
latvia,,salacgrivas novads,ainazi
yemen,bilad at ta'am,muhafazat raymah,raymah
germany,,rheinland-pfalz,kempten
india,,state of maharashtra,jawhar
democratic republic of congo,south kivu,south kivu province,ville de bukavu
timor-leste,,cova lima,loro
australia,,state of victoria,dandenong creek
india,,state of rajasthan,ganganagar
mozambique,,tete,campua
israel,,southern district,qiryat gat
niger,,dosso region,waze
bangladesh,,khulna division,pragpur
singapore,,,changi prison
china,,anhui sheng,fuling
south africa,,sandy bay,
russian federation,,chuvashskaya respublika,yantikovo
romania,municipiul mangalia,constanta,mangalia
russian federation,,novgorodskaya oblast',retno
democratic republic of congo,,,mundji
kenya,,makueni district,mwea
turkey,,sakarya,adapazari
democratic republic of congo,haut-katanga,katanga province,zone de kipushi
india,,state of andhra pradesh,kanuru
mexico,,estado de tlaxcala,tlaxcala
indonesia,,provinsi nusa tenggara timur,teme
switzerland,muenchwilen,kanton thurgau,aadorf
croatia,,koprivnicko-krizevacka zupanija,srijem
malawi,,,dalien
morocco,nador,oriental region,
turkey,,sivas,cubuk
indonesia,,provinsi maluku,wakal
brazil,pedras grandes,estado de santa catarina,azambuja
mexico,,estado de tlaxcala,calpulalpan
malaysia,,sabah,donggongon
bangladesh,,khulna division,bakulia
angola,,provincia do uige,goma
indonesia,,nanggroe aceh darussalam province,sampoyniet
vietnam,,,ham rong
zimbabwe,,,chikomba
singapore,,,jurong town
iraq,,muhafazat as sulaymaniyah,chamchamal
germany,tuebingen region,baden-wuerttemberg region,ueberlingen
china,,henan sheng,xinxiang
democratic republic of congo,,province du kasai-occidental,tshibuabua
mexico,,estado de veracruz-llave,zongolica
cuba,,provincia de villa clara,florida
iran,,fars province,konarak
bangladesh,,khulna division,singati
fiji,,western division,lautoka
afghanistan,,paktika,
myanmar,,bago region,taungoo
colombia,,departamento del atlantico,la union
brazil,rio de janeiro,estado do rio de janeiro,turano
bangladesh,,rangpur division,matasagar
china,,guizhou sheng,longyan
honduras,,departamento de el paraiso,yauyupe
united kingdom,anglesey,wales,
iran,,mazandaran province,kala
brazil,jaguarari,estado da bahia,barrinha
united states,sacramento county,california,elk grove
hungary,,csongrad megye,csongrad
colombia,,departamento del magdalena,garzon
lithuania,jonava,kauno apskritis,
australia,maitland municipality,state of new south wales,lochinvar
chile,,region de la araucania,
angola,,huila province,cusse
indonesia,,provinsi jawa tengah,tanon
honduras,choluteca,departamento de choluteca,
myanmar,,,thaungyin myit
india,,state of uttar pradesh,khurja
australia,boroondara,state of victoria,camberwell
austria,politischer bezirk scharding,oberoesterreich,suben
australia,carrathool,state of new south wales,hillston
iran,,tehran province,azadi square
italy,provincia di potenza,regione basilicata,potenza
albania,,qarku i dibres,skenderaj
australia,wellington,state of victoria,yarram
philippines,province of tarlac,central luzon,bacabac
south africa,ugu district municipality,province of kwazulu-natal,kwacele
mexico,carmen,estado de campeche,ciudad del carmen
kenya,,lamu island,
rwanda,,eastern province,kimironko
afghanistan,,nangarhar,shabay
australia,kalgoorlie/boulder,state of western australia,haig
india,,national capital territory of delhi,connaught place
indonesia,,jawa barat,cilandak
united kingdom,pembrokeshire,wales,wallis
italy,provincia di siena,regione toscana,sarteano
cambodia,srok samraong,otar meanchey,
south africa,or tambo district municipality,province of eastern cape,ngobozana
india,,state of andhra pradesh,hiramandalam
georgia,,,koda
timor-leste,,lautem,lospalos
indonesia,,,mengwi
brazil,sao luiz gonzaga,estado do rio grande do sul,sao luiz gonzaga
mexico,,estado de veracruz-llave,matamoros
germany,regierungsbezirk darmstadt,land hessen,fuerth
brazil,guajara,estado do amazonas,montreal
canada,,our lady of victory,
india,,state of jammu and kashmir,ghar
egypt,,muhafazat aswan,idfu
argentina,,provincia del neuquen,cutral-co
kenya,,kitui district,
philippines,province of bohol,central visayas,bien unido
new zealand,waikato district,waikato,
china,,guizhou sheng,boyu
canada,,neighbour,
indonesia,,jawa barat,cipacing
hong kong,,,kowloon tong
india,,state of odisha,patraput
guatemala,,departamento de escuintla,centroamerica
italy,provincia di palermo,sicilia,borgetto
italy,provincia di pavia,regione lombardia,pavia
sweden,hofors kommun,gaevleborgs laen,fagersta
